url,type,missing_required,missing_recommended,deprecated_or_retired,self_serving_review,rich_result_eligible,notes
https://www.orangejelly.co.uk/licensees-guide/category/turnaround,ImageObject,,,no,no,no,unknown type for this validator (no required/recommended table for 'ImageObject')
https://www.orangejelly.co.uk/licensees-guide/category/turnaround,Person,,,no,no,no,unknown type for this validator (no required/recommended table for 'Person')
https://www.orangejelly.co.uk/licensees-guide/category/turnaround,ContactPoint,,,no,no,no,unknown type for this validator (no required/recommended table for 'ContactPoint')
https://www.orangejelly.co.uk/licensees-guide/category/turnaround,PostalAddress,,,no,no,no,unknown type for this validator (no required/recommended table for 'PostalAddress')
https://www.orangejelly.co.uk/licensees-guide/category/turnaround,GeoCoordinates,,,no,no,no,unknown type for this validator (no required/recommended table for 'GeoCoordinates')
https://www.orangejelly.co.uk/licensees-guide/category/turnaround,WebSite,,potentialAction,no,no,no,
https://www.orangejelly.co.uk/licensees-guide/category/turnaround,BreadcrumbList,,,no,no,yes,
https://www.orangejelly.co.uk/licensees-guide/category/turnaround,ListItem,,,no,no,no,unknown type for this validator (no required/recommended table for 'ListItem')
https://www.orangejelly.co.uk/licensees-guide/category/turnaround,CollectionPage,,,no,no,no,unknown type for this validator (no required/recommended table for 'CollectionPage')
https://www.orangejelly.co.uk/licensees-guide/category/turnaround,WebSite,name; url,potentialAction,no,no,no,
https://www.orangejelly.co.uk/licensees-guide/category/turnaround,BreadcrumbList,,,no,no,yes,
https://www.orangejelly.co.uk/licensees-guide/category/turnaround,ListItem,,,no,no,no,unknown type for this validator (no required/recommended table for 'ListItem')
https://www.orangejelly.co.uk/licensees-guide/category/turnaround,ListItem,,,no,no,no,unknown type for this validator (no required/recommended table for 'ListItem')
https://www.orangejelly.co.uk/licensees-guide/category/turnaround,ListItem,,,no,no,no,unknown type for this validator (no required/recommended table for 'ListItem')
https://www.orangejelly.co.uk/licensees-guide/category/turnaround,ItemList,,,no,no,no,unknown type for this validator (no required/recommended table for 'ItemList')
https://www.orangejelly.co.uk/licensees-guide/category/turnaround,ListItem,,,no,no,no,unknown type for this validator (no required/recommended table for 'ListItem')
https://www.orangejelly.co.uk/licensees-guide/category/turnaround,BlogPosting,,dateModified,no,no,yes,
https://www.orangejelly.co.uk/licensees-guide/category/turnaround,Person,,,no,no,no,unknown type for this validator (no required/recommended table for 'Person')
https://www.orangejelly.co.uk/licensees-guide/category/turnaround,ImageObject,,,no,no,no,unknown type for this validator (no required/recommended table for 'ImageObject')
https://www.orangejelly.co.uk/licensees-guide/category/turnaround,Organization,,url; logo; sameAs; contactPoint,no,no,no,
https://www.orangejelly.co.uk/licensees-guide/category/turnaround,ListItem,,,no,no,no,unknown type for this validator (no required/recommended table for 'ListItem')
https://www.orangejelly.co.uk/licensees-guide/category/turnaround,BlogPosting,,dateModified,no,no,yes,
https://www.orangejelly.co.uk/licensees-guide/category/turnaround,Person,,,no,no,no,unknown type for this validator (no required/recommended table for 'Person')
https://www.orangejelly.co.uk/licensees-guide/category/turnaround,ImageObject,,,no,no,no,unknown type for this validator (no required/recommended table for 'ImageObject')
https://www.orangejelly.co.uk/licensees-guide/category/turnaround,Organization,,url; logo; sameAs; contactPoint,no,no,no,
https://www.orangejelly.co.uk/licensees-guide/category/turnaround,ListItem,,,no,no,no,unknown type for this validator (no required/recommended table for 'ListItem')
https://www.orangejelly.co.uk/licensees-guide/category/turnaround,BlogPosting,,dateModified,no,no,yes,
https://www.orangejelly.co.uk/licensees-guide/category/turnaround,Person,,,no,no,no,unknown type for this validator (no required/recommended table for 'Person')
https://www.orangejelly.co.uk/licensees-guide/category/turnaround,ImageObject,,,no,no,no,unknown type for this validator (no required/recommended table for 'ImageObject')
https://www.orangejelly.co.uk/licensees-guide/category/turnaround,Organization,,url; logo; sameAs; contactPoint,no,no,no,
https://www.orangejelly.co.uk/licensees-guide/category/turnaround,ListItem,,,no,no,no,unknown type for this validator (no required/recommended table for 'ListItem')
https://www.orangejelly.co.uk/licensees-guide/category/turnaround,BlogPosting,,dateModified,no,no,yes,
https://www.orangejelly.co.uk/licensees-guide/category/turnaround,Person,,,no,no,no,unknown type for this validator (no required/recommended table for 'Person')
https://www.orangejelly.co.uk/licensees-guide/category/turnaround,ImageObject,,,no,no,no,unknown type for this validator (no required/recommended table for 'ImageObject')
https://www.orangejelly.co.uk/licensees-guide/category/turnaround,Organization,,url; logo; sameAs; contactPoint,no,no,no,
https://www.orangejelly.co.uk/licensees-guide/category/turnaround,ListItem,,,no,no,no,unknown type for this validator (no required/recommended table for 'ListItem')
https://www.orangejelly.co.uk/licensees-guide/category/turnaround,BlogPosting,,dateModified,no,no,yes,
https://www.orangejelly.co.uk/licensees-guide/category/turnaround,Person,,,no,no,no,unknown type for this validator (no required/recommended table for 'Person')
https://www.orangejelly.co.uk/licensees-guide/category/turnaround,ImageObject,,,no,no,no,unknown type for this validator (no required/recommended table for 'ImageObject')
https://www.orangejelly.co.uk/licensees-guide/category/turnaround,Organization,,url; logo; sameAs; contactPoint,no,no,no,
https://www.orangejelly.co.uk/licensees-guide/category/turnaround,ListItem,,,no,no,no,unknown type for this validator (no required/recommended table for 'ListItem')
https://www.orangejelly.co.uk/licensees-guide/category/turnaround,BlogPosting,,dateModified,no,no,yes,
https://www.orangejelly.co.uk/licensees-guide/category/turnaround,Person,,,no,no,no,unknown type for this validator (no required/recommended table for 'Person')
https://www.orangejelly.co.uk/licensees-guide/category/turnaround,ImageObject,,,no,no,no,unknown type for this validator (no required/recommended table for 'ImageObject')
https://www.orangejelly.co.uk/licensees-guide/category/turnaround,Organization,,url; logo; sameAs; contactPoint,no,no,no,
https://www.orangejelly.co.uk/licensees-guide/category/turnaround,ListItem,,,no,no,no,unknown type for this validator (no required/recommended table for 'ListItem')
https://www.orangejelly.co.uk/licensees-guide/category/turnaround,BlogPosting,,dateModified,no,no,yes,
https://www.orangejelly.co.uk/licensees-guide/category/turnaround,Person,,,no,no,no,unknown type for this validator (no required/recommended table for 'Person')
https://www.orangejelly.co.uk/licensees-guide/category/turnaround,ImageObject,,,no,no,no,unknown type for this validator (no required/recommended table for 'ImageObject')
https://www.orangejelly.co.uk/licensees-guide/category/turnaround,Organization,,url; logo; sameAs; contactPoint,no,no,no,
https://www.orangejelly.co.uk/licensees-guide/category/turnaround,ListItem,,,no,no,no,unknown type for this validator (no required/recommended table for 'ListItem')
https://www.orangejelly.co.uk/licensees-guide/category/turnaround,BlogPosting,,dateModified,no,no,yes,
https://www.orangejelly.co.uk/licensees-guide/category/turnaround,Person,,,no,no,no,unknown type for this validator (no required/recommended table for 'Person')
https://www.orangejelly.co.uk/licensees-guide/category/turnaround,ImageObject,,,no,no,no,unknown type for this validator (no required/recommended table for 'ImageObject')
https://www.orangejelly.co.uk/licensees-guide/category/turnaround,Organization,,url; logo; sameAs; contactPoint,no,no,no,
https://www.orangejelly.co.uk/licensees-guide/category/turnaround,ListItem,,,no,no,no,unknown type for this validator (no required/recommended table for 'ListItem')
https://www.orangejelly.co.uk/licensees-guide/category/turnaround,BlogPosting,,dateModified,no,no,yes,
https://www.orangejelly.co.uk/licensees-guide/category/turnaround,Person,,,no,no,no,unknown type for this validator (no required/recommended table for 'Person')
https://www.orangejelly.co.uk/licensees-guide/category/turnaround,ImageObject,,,no,no,no,unknown type for this validator (no required/recommended table for 'ImageObject')
https://www.orangejelly.co.uk/licensees-guide/category/turnaround,Organization,,url; logo; sameAs; contactPoint,no,no,no,
https://www.orangejelly.co.uk/licensees-guide/category/turnaround,ListItem,,,no,no,no,unknown type for this validator (no required/recommended table for 'ListItem')
https://www.orangejelly.co.uk/licensees-guide/category/turnaround,BlogPosting,,dateModified,no,no,yes,
https://www.orangejelly.co.uk/licensees-guide/category/turnaround,Person,,,no,no,no,unknown type for this validator (no required/recommended table for 'Person')
https://www.orangejelly.co.uk/licensees-guide/category/turnaround,ImageObject,,,no,no,no,unknown type for this validator (no required/recommended table for 'ImageObject')
https://www.orangejelly.co.uk/licensees-guide/category/turnaround,Organization,,url; logo; sameAs; contactPoint,no,no,no,
https://www.orangejelly.co.uk/licensees-guide/category/turnaround,ListItem,,,no,no,no,unknown type for this validator (no required/recommended table for 'ListItem')
https://www.orangejelly.co.uk/licensees-guide/category/turnaround,BlogPosting,,dateModified,no,no,yes,
https://www.orangejelly.co.uk/licensees-guide/category/turnaround,Person,,,no,no,no,unknown type for this validator (no required/recommended table for 'Person')
https://www.orangejelly.co.uk/licensees-guide/category/turnaround,ImageObject,,,no,no,no,unknown type for this validator (no required/recommended table for 'ImageObject')
https://www.orangejelly.co.uk/licensees-guide/category/turnaround,Organization,,url; logo; sameAs; contactPoint,no,no,no,
https://www.orangejelly.co.uk/licensees-guide/category/turnaround,ListItem,,,no,no,no,unknown type for this validator (no required/recommended table for 'ListItem')
https://www.orangejelly.co.uk/licensees-guide/category/turnaround,BlogPosting,,dateModified,no,no,yes,
https://www.orangejelly.co.uk/licensees-guide/category/turnaround,Person,,,no,no,no,unknown type for this validator (no required/recommended table for 'Person')
https://www.orangejelly.co.uk/licensees-guide/category/turnaround,ImageObject,,,no,no,no,unknown type for this validator (no required/recommended table for 'ImageObject')
https://www.orangejelly.co.uk/licensees-guide/category/turnaround,Organization,,url; logo; sameAs; contactPoint,no,no,no,
https://www.orangejelly.co.uk/licensees-guide/category/turnaround,ListItem,,,no,no,no,unknown type for this validator (no required/recommended table for 'ListItem')
https://www.orangejelly.co.uk/licensees-guide/category/turnaround,BlogPosting,,dateModified,no,no,yes,
https://www.orangejelly.co.uk/licensees-guide/category/turnaround,Person,,,no,no,no,unknown type for this validator (no required/recommended table for 'Person')
https://www.orangejelly.co.uk/licensees-guide/category/turnaround,ImageObject,,,no,no,no,unknown type for this validator (no required/recommended table for 'ImageObject')
https://www.orangejelly.co.uk/licensees-guide/category/turnaround,Organization,,url; logo; sameAs; contactPoint,no,no,no,
https://www.orangejelly.co.uk/licensees-guide/category/turnaround,ListItem,,,no,no,no,unknown type for this validator (no required/recommended table for 'ListItem')
https://www.orangejelly.co.uk/licensees-guide/category/turnaround,BlogPosting,,dateModified,no,no,yes,
https://www.orangejelly.co.uk/licensees-guide/category/turnaround,Person,,,no,no,no,unknown type for this validator (no required/recommended table for 'Person')
https://www.orangejelly.co.uk/licensees-guide/category/turnaround,ImageObject,,,no,no,no,unknown type for this validator (no required/recommended table for 'ImageObject')
https://www.orangejelly.co.uk/licensees-guide/category/turnaround,Organization,,url; logo; sameAs; contactPoint,no,no,no,
https://www.orangejelly.co.uk/licensees-guide/category/turnaround,BreadcrumbList,,,no,no,yes,
https://www.orangejelly.co.uk/licensees-guide/category/turnaround,ListItem,,,no,no,no,unknown type for this validator (no required/recommended table for 'ListItem')
https://www.orangejelly.co.uk/licensees-guide/category/turnaround,ListItem,,,no,no,no,unknown type for this validator (no required/recommended table for 'ListItem')
https://www.orangejelly.co.uk/licensees-guide/category/turnaround,ListItem,,,no,no,no,unknown type for this validator (no required/recommended table for 'ListItem')
https://www.orangejelly.co.uk/licensees-guide/category/turnaround,BreadcrumbList,,,no,no,yes,
https://www.orangejelly.co.uk/licensees-guide/category/turnaround,ListItem,,,no,no,no,unknown type for this validator (no required/recommended table for 'ListItem')
https://www.orangejelly.co.uk/licensees-guide/category/turnaround,ListItem,,,no,no,no,unknown type for this validator (no required/recommended table for 'ListItem')
https://www.orangejelly.co.uk/licensees-guide/category/turnaround,ListItem,,,no,no,no,unknown type for this validator (no required/recommended table for 'ListItem')
https://www.orangejelly.co.uk/licensees-guide/cellar-management-beer-quality-guide,ProfessionalService,,,no,no,no,unknown type for this validator (no required/recommended table for 'ProfessionalService')
https://www.orangejelly.co.uk/licensees-guide/cellar-management-beer-quality-guide,ImageObject,,,no,no,no,unknown type for this validator (no required/recommended table for 'ImageObject')
https://www.orangejelly.co.uk/licensees-guide/cellar-management-beer-quality-guide,Person,,,no,no,no,unknown type for this validator (no required/recommended table for 'Person')
https://www.orangejelly.co.uk/licensees-guide/cellar-management-beer-quality-guide,ContactPoint,,,no,no,no,unknown type for this validator (no required/recommended table for 'ContactPoint')
https://www.orangejelly.co.uk/licensees-guide/cellar-management-beer-quality-guide,PostalAddress,,,no,no,no,unknown type for this validator (no required/recommended table for 'PostalAddress')
https://www.orangejelly.co.uk/licensees-guide/cellar-management-beer-quality-guide,GeoCoordinates,,,no,no,no,unknown type for this validator (no required/recommended table for 'GeoCoordinates')
https://www.orangejelly.co.uk/licensees-guide/cellar-management-beer-quality-guide,WebSite,,potentialAction,no,no,no,
https://www.orangejelly.co.uk/licensees-guide/cellar-management-beer-quality-guide,BreadcrumbList,,,no,no,yes,
https://www.orangejelly.co.uk/licensees-guide/cellar-management-beer-quality-guide,ListItem,,,no,no,no,unknown type for this validator (no required/recommended table for 'ListItem')
https://www.orangejelly.co.uk/licensees-guide/cellar-management-beer-quality-guide,BlogPosting,,image,no,no,yes,
https://www.orangejelly.co.uk/licensees-guide/cellar-management-beer-quality-guide,Person,,,no,no,no,unknown type for this validator (no required/recommended table for 'Person')
https://www.orangejelly.co.uk/licensees-guide/cellar-management-beer-quality-guide,Organization,,url; sameAs; contactPoint,no,no,no,
https://www.orangejelly.co.uk/licensees-guide/cellar-management-beer-quality-guide,ImageObject,,,no,no,no,unknown type for this validator (no required/recommended table for 'ImageObject')
https://www.orangejelly.co.uk/licensees-guide/cellar-management-beer-quality-guide,WebPage,,,no,no,no,unknown type for this validator (no required/recommended table for 'WebPage')
https://www.orangejelly.co.uk/licensees-guide/cellar-management-beer-quality-guide,SpeakableSpecification,,,no,no,no,unknown type for this validator (no required/recommended table for 'SpeakableSpecification')
https://www.orangejelly.co.uk/licensees-guide/cellar-management-beer-quality-guide,Thing,,,no,no,no,unknown type for this validator (no required/recommended table for 'Thing')
https://www.orangejelly.co.uk/licensees-guide/cellar-management-beer-quality-guide,Thing,,,no,no,no,unknown type for this validator (no required/recommended table for 'Thing')
https://www.orangejelly.co.uk/licensees-guide/cellar-management-beer-quality-guide,Thing,,,no,no,no,unknown type for this validator (no required/recommended table for 'Thing')
https://www.orangejelly.co.uk/licensees-guide/cellar-management-beer-quality-guide,FAQPage,,,yes,no,no,FAQ rich results are now limited to authoritative government/health sites (Aug 2023). Markup is still valid but most sites no longer earn a rich result.
https://www.orangejelly.co.uk/licensees-guide/cellar-management-beer-quality-guide,Question,,,no,no,no,unknown type for this validator (no required/recommended table for 'Question')
https://www.orangejelly.co.uk/licensees-guide/cellar-management-beer-quality-guide,Answer,,,no,no,no,unknown type for this validator (no required/recommended table for 'Answer')
https://www.orangejelly.co.uk/licensees-guide/cellar-management-beer-quality-guide,Question,,,no,no,no,unknown type for this validator (no required/recommended table for 'Question')
https://www.orangejelly.co.uk/licensees-guide/cellar-management-beer-quality-guide,Answer,,,no,no,no,unknown type for this validator (no required/recommended table for 'Answer')
https://www.orangejelly.co.uk/licensees-guide/cellar-management-beer-quality-guide,Question,,,no,no,no,unknown type for this validator (no required/recommended table for 'Question')
https://www.orangejelly.co.uk/licensees-guide/cellar-management-beer-quality-guide,Answer,,,no,no,no,unknown type for this validator (no required/recommended table for 'Answer')
https://www.orangejelly.co.uk/licensees-guide/cellar-management-beer-quality-guide,Question,,,no,no,no,unknown type for this validator (no required/recommended table for 'Question')
https://www.orangejelly.co.uk/licensees-guide/cellar-management-beer-quality-guide,Answer,,,no,no,no,unknown type for this validator (no required/recommended table for 'Answer')
https://www.orangejelly.co.uk/licensees-guide/cellar-management-beer-quality-guide,Question,,,no,no,no,unknown type for this validator (no required/recommended table for 'Question')
https://www.orangejelly.co.uk/licensees-guide/cellar-management-beer-quality-guide,Answer,,,no,no,no,unknown type for this validator (no required/recommended table for 'Answer')
https://www.orangejelly.co.uk/licensees-guide/cellar-management-beer-quality-guide,BreadcrumbList,,,no,no,yes,
https://www.orangejelly.co.uk/licensees-guide/cellar-management-beer-quality-guide,ListItem,,,no,no,no,unknown type for this validator (no required/recommended table for 'ListItem')
https://www.orangejelly.co.uk/licensees-guide/cellar-management-beer-quality-guide,ListItem,,,no,no,no,unknown type for this validator (no required/recommended table for 'ListItem')
https://www.orangejelly.co.uk/licensees-guide/cellar-management-beer-quality-guide,ListItem,,,no,no,no,unknown type for this validator (no required/recommended table for 'ListItem')
https://www.orangejelly.co.uk/licensees-guide/cellar-management-beer-quality-guide,BreadcrumbList,,,no,no,yes,
https://www.orangejelly.co.uk/licensees-guide/cellar-management-beer-quality-guide,ListItem,,,no,no,no,unknown type for this validator (no required/recommended table for 'ListItem')
https://www.orangejelly.co.uk/licensees-guide/cellar-management-beer-quality-guide,ListItem,,,no,no,no,unknown type for this validator (no required/recommended table for 'ListItem')
https://www.orangejelly.co.uk/licensees-guide/cellar-management-beer-quality-guide,ListItem,,,no,no,no,unknown type for this validator (no required/recommended table for 'ListItem')
https://www.orangejelly.co.uk/licensees-guide/christmas-pub-event-ideas,ProfessionalService,,,no,no,no,unknown type for this validator (no required/recommended table for 'ProfessionalService')
https://www.orangejelly.co.uk/licensees-guide/christmas-pub-event-ideas,ImageObject,,,no,no,no,unknown type for this validator (no required/recommended table for 'ImageObject')
https://www.orangejelly.co.uk/licensees-guide/christmas-pub-event-ideas,Person,,,no,no,no,unknown type for this validator (no required/recommended table for 'Person')
https://www.orangejelly.co.uk/licensees-guide/christmas-pub-event-ideas,ContactPoint,,,no,no,no,unknown type for this validator (no required/recommended table for 'ContactPoint')
https://www.orangejelly.co.uk/licensees-guide/christmas-pub-event-ideas,PostalAddress,,,no,no,no,unknown type for this validator (no required/recommended table for 'PostalAddress')
https://www.orangejelly.co.uk/licensees-guide/christmas-pub-event-ideas,GeoCoordinates,,,no,no,no,unknown type for this validator (no required/recommended table for 'GeoCoordinates')
https://www.orangejelly.co.uk/licensees-guide/christmas-pub-event-ideas,WebSite,,potentialAction,no,no,no,
https://www.orangejelly.co.uk/licensees-guide/christmas-pub-event-ideas,BreadcrumbList,,,no,no,yes,
https://www.orangejelly.co.uk/licensees-guide/christmas-pub-event-ideas,ListItem,,,no,no,no,unknown type for this validator (no required/recommended table for 'ListItem')
https://www.orangejelly.co.uk/licensees-guide/christmas-pub-event-ideas,BlogPosting,,image,no,no,yes,
https://www.orangejelly.co.uk/licensees-guide/christmas-pub-event-ideas,Person,,,no,no,no,unknown type for this validator (no required/recommended table for 'Person')
https://www.orangejelly.co.uk/licensees-guide/christmas-pub-event-ideas,Organization,,url; sameAs; contactPoint,no,no,no,
https://www.orangejelly.co.uk/licensees-guide/christmas-pub-event-ideas,ImageObject,,,no,no,no,unknown type for this validator (no required/recommended table for 'ImageObject')
https://www.orangejelly.co.uk/licensees-guide/christmas-pub-event-ideas,WebPage,,,no,no,no,unknown type for this validator (no required/recommended table for 'WebPage')
https://www.orangejelly.co.uk/licensees-guide/christmas-pub-event-ideas,SpeakableSpecification,,,no,no,no,unknown type for this validator (no required/recommended table for 'SpeakableSpecification')
https://www.orangejelly.co.uk/licensees-guide/christmas-pub-event-ideas,Thing,,,no,no,no,unknown type for this validator (no required/recommended table for 'Thing')
https://www.orangejelly.co.uk/licensees-guide/christmas-pub-event-ideas,Thing,,,no,no,no,unknown type for this validator (no required/recommended table for 'Thing')
https://www.orangejelly.co.uk/licensees-guide/christmas-pub-event-ideas,Thing,,,no,no,no,unknown type for this validator (no required/recommended table for 'Thing')
https://www.orangejelly.co.uk/licensees-guide/christmas-pub-event-ideas,Thing,,,no,no,no,unknown type for this validator (no required/recommended table for 'Thing')
https://www.orangejelly.co.uk/licensees-guide/christmas-pub-event-ideas,FAQPage,,,yes,no,no,FAQ rich results are now limited to authoritative government/health sites (Aug 2023). Markup is still valid but most sites no longer earn a rich result.
https://www.orangejelly.co.uk/licensees-guide/christmas-pub-event-ideas,Question,,,no,no,no,unknown type for this validator (no required/recommended table for 'Question')
https://www.orangejelly.co.uk/licensees-guide/christmas-pub-event-ideas,Answer,,,no,no,no,unknown type for this validator (no required/recommended table for 'Answer')
https://www.orangejelly.co.uk/licensees-guide/christmas-pub-event-ideas,Question,,,no,no,no,unknown type for this validator (no required/recommended table for 'Question')
https://www.orangejelly.co.uk/licensees-guide/christmas-pub-event-ideas,Answer,,,no,no,no,unknown type for this validator (no required/recommended table for 'Answer')
https://www.orangejelly.co.uk/licensees-guide/christmas-pub-event-ideas,Question,,,no,no,no,unknown type for this validator (no required/recommended table for 'Question')
https://www.orangejelly.co.uk/licensees-guide/christmas-pub-event-ideas,Answer,,,no,no,no,unknown type for this validator (no required/recommended table for 'Answer')
https://www.orangejelly.co.uk/licensees-guide/christmas-pub-event-ideas,Question,,,no,no,no,unknown type for this validator (no required/recommended table for 'Question')
https://www.orangejelly.co.uk/licensees-guide/christmas-pub-event-ideas,Answer,,,no,no,no,unknown type for this validator (no required/recommended table for 'Answer')
https://www.orangejelly.co.uk/licensees-guide/christmas-pub-event-ideas,BreadcrumbList,,,no,no,yes,
https://www.orangejelly.co.uk/licensees-guide/christmas-pub-event-ideas,ListItem,,,no,no,no,unknown type for this validator (no required/recommended table for 'ListItem')
https://www.orangejelly.co.uk/licensees-guide/christmas-pub-event-ideas,ListItem,,,no,no,no,unknown type for this validator (no required/recommended table for 'ListItem')
https://www.orangejelly.co.uk/licensees-guide/christmas-pub-event-ideas,ListItem,,,no,no,no,unknown type for this validator (no required/recommended table for 'ListItem')
https://www.orangejelly.co.uk/licensees-guide/christmas-pub-event-ideas,BreadcrumbList,,,no,no,yes,
https://www.orangejelly.co.uk/licensees-guide/christmas-pub-event-ideas,ListItem,,,no,no,no,unknown type for this validator (no required/recommended table for 'ListItem')
https://www.orangejelly.co.uk/licensees-guide/christmas-pub-event-ideas,ListItem,,,no,no,no,unknown type for this validator (no required/recommended table for 'ListItem')
https://www.orangejelly.co.uk/licensees-guide/christmas-pub-event-ideas,ListItem,,,no,no,no,unknown type for this validator (no required/recommended table for 'ListItem')
https://www.orangejelly.co.uk/licensees-guide/christmas-pub-event-ideas,ItemList,,,no,no,no,unknown type for this validator (no required/recommended table for 'ItemList')
https://www.orangejelly.co.uk/licensees-guide/christmas-pub-event-ideas,ListItem,,,no,no,no,unknown type for this validator (no required/recommended table for 'ListItem')
https://www.orangejelly.co.uk/licensees-guide/christmas-pub-event-ideas,ListItem,,,no,no,no,unknown type for this validator (no required/recommended table for 'ListItem')
https://www.orangejelly.co.uk/licensees-guide/christmas-pub-event-ideas,ListItem,,,no,no,no,unknown type for this validator (no required/recommended table for 'ListItem')
https://www.orangejelly.co.uk/licensees-guide/christmas-pub-event-ideas,ListItem,,,no,no,no,unknown type for this validator (no required/recommended table for 'ListItem')
https://www.orangejelly.co.uk/licensees-guide/christmas-pub-event-ideas,ListItem,,,no,no,no,unknown type for this validator (no required/recommended table for 'ListItem')
https://www.orangejelly.co.uk/licensees-guide/christmas-pub-event-ideas,ListItem,,,no,no,no,unknown type for this validator (no required/recommended table for 'ListItem')
https://www.orangejelly.co.uk/licensees-guide/christmas-pub-event-ideas,ItemList,,,no,no,no,unknown type for this validator (no required/recommended table for 'ItemList')
https://www.orangejelly.co.uk/licensees-guide/christmas-pub-event-ideas,ListItem,,,no,no,no,unknown type for this validator (no required/recommended table for 'ListItem')
https://www.orangejelly.co.uk/licensees-guide/christmas-pub-event-ideas,ListItem,,,no,no,no,unknown type for this validator (no required/recommended table for 'ListItem')
https://www.orangejelly.co.uk/licensees-guide/christmas-pub-event-ideas,ListItem,,,no,no,no,unknown type for this validator (no required/recommended table for 'ListItem')
https://www.orangejelly.co.uk/licensees-guide/christmas-pub-event-ideas,ListItem,,,no,no,no,unknown type for this validator (no required/recommended table for 'ListItem')
https://www.orangejelly.co.uk/licensees-guide/christmas-pub-promotion-ideas,ProfessionalService,,,no,no,no,unknown type for this validator (no required/recommended table for 'ProfessionalService')
https://www.orangejelly.co.uk/licensees-guide/christmas-pub-promotion-ideas,ImageObject,,,no,no,no,unknown type for this validator (no required/recommended table for 'ImageObject')
https://www.orangejelly.co.uk/licensees-guide/christmas-pub-promotion-ideas,Person,,,no,no,no,unknown type for this validator (no required/recommended table for 'Person')
https://www.orangejelly.co.uk/licensees-guide/christmas-pub-promotion-ideas,ContactPoint,,,no,no,no,unknown type for this validator (no required/recommended table for 'ContactPoint')
https://www.orangejelly.co.uk/licensees-guide/christmas-pub-promotion-ideas,PostalAddress,,,no,no,no,unknown type for this validator (no required/recommended table for 'PostalAddress')
https://www.orangejelly.co.uk/licensees-guide/christmas-pub-promotion-ideas,GeoCoordinates,,,no,no,no,unknown type for this validator (no required/recommended table for 'GeoCoordinates')
https://www.orangejelly.co.uk/licensees-guide/christmas-pub-promotion-ideas,WebSite,,potentialAction,no,no,no,
https://www.orangejelly.co.uk/licensees-guide/christmas-pub-promotion-ideas,BreadcrumbList,,,no,no,yes,
https://www.orangejelly.co.uk/licensees-guide/christmas-pub-promotion-ideas,ListItem,,,no,no,no,unknown type for this validator (no required/recommended table for 'ListItem')
https://www.orangejelly.co.uk/licensees-guide/christmas-pub-promotion-ideas,BlogPosting,,image,no,no,yes,
https://www.orangejelly.co.uk/licensees-guide/christmas-pub-promotion-ideas,Person,,,no,no,no,unknown type for this validator (no required/recommended table for 'Person')
https://www.orangejelly.co.uk/licensees-guide/christmas-pub-promotion-ideas,Organization,,url; sameAs; contactPoint,no,no,no,
https://www.orangejelly.co.uk/licensees-guide/christmas-pub-promotion-ideas,ImageObject,,,no,no,no,unknown type for this validator (no required/recommended table for 'ImageObject')
https://www.orangejelly.co.uk/licensees-guide/christmas-pub-promotion-ideas,WebPage,,,no,no,no,unknown type for this validator (no required/recommended table for 'WebPage')
https://www.orangejelly.co.uk/licensees-guide/christmas-pub-promotion-ideas,SpeakableSpecification,,,no,no,no,unknown type for this validator (no required/recommended table for 'SpeakableSpecification')
https://www.orangejelly.co.uk/licensees-guide/christmas-pub-promotion-ideas,Thing,,,no,no,no,unknown type for this validator (no required/recommended table for 'Thing')
https://www.orangejelly.co.uk/licensees-guide/christmas-pub-promotion-ideas,Thing,,,no,no,no,unknown type for this validator (no required/recommended table for 'Thing')
https://www.orangejelly.co.uk/licensees-guide/christmas-pub-promotion-ideas,Thing,,,no,no,no,unknown type for this validator (no required/recommended table for 'Thing')
https://www.orangejelly.co.uk/licensees-guide/christmas-pub-promotion-ideas,FAQPage,,,yes,no,no,FAQ rich results are now limited to authoritative government/health sites (Aug 2023). Markup is still valid but most sites no longer earn a rich result.
https://www.orangejelly.co.uk/licensees-guide/christmas-pub-promotion-ideas,Question,,,no,no,no,unknown type for this validator (no required/recommended table for 'Question')
https://www.orangejelly.co.uk/licensees-guide/christmas-pub-promotion-ideas,Answer,,,no,no,no,unknown type for this validator (no required/recommended table for 'Answer')
https://www.orangejelly.co.uk/licensees-guide/christmas-pub-promotion-ideas,Question,,,no,no,no,unknown type for this validator (no required/recommended table for 'Question')
https://www.orangejelly.co.uk/licensees-guide/christmas-pub-promotion-ideas,Answer,,,no,no,no,unknown type for this validator (no required/recommended table for 'Answer')
https://www.orangejelly.co.uk/licensees-guide/christmas-pub-promotion-ideas,Question,,,no,no,no,unknown type for this validator (no required/recommended table for 'Question')
https://www.orangejelly.co.uk/licensees-guide/christmas-pub-promotion-ideas,Answer,,,no,no,no,unknown type for this validator (no required/recommended table for 'Answer')
https://www.orangejelly.co.uk/licensees-guide/christmas-pub-promotion-ideas,BreadcrumbList,,,no,no,yes,
https://www.orangejelly.co.uk/licensees-guide/christmas-pub-promotion-ideas,ListItem,,,no,no,no,unknown type for this validator (no required/recommended table for 'ListItem')
https://www.orangejelly.co.uk/licensees-guide/christmas-pub-promotion-ideas,ListItem,,,no,no,no,unknown type for this validator (no required/recommended table for 'ListItem')
https://www.orangejelly.co.uk/licensees-guide/christmas-pub-promotion-ideas,ListItem,,,no,no,no,unknown type for this validator (no required/recommended table for 'ListItem')
