export_id,page,page_id,clicks,impressions,ctr,position,scope,level,completeness,truncated,window_start,window_end,reporting_country,search_type,filter_type,filter_value,source_file
gsc-16m-all,https://www.orangejelly.co.uk/guides,pg_0009,0,3,0,17.67,property,page,complete,false,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Pages.csv
gsc-16m-all,https://www.orangejelly.co.uk/guides/christmas-pub-promotion-ideas,pg_0033,0,3,0,3.67,property,page,complete,false,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Pages.csv
gsc-16m-all,https://www.orangejelly.co.uk/guides/live-music-events-for-pubs,,0,3,0,17.67,property,page,complete,false,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Pages.csv
gsc-16m-all,https://www.orangejelly.co.uk/guides/music-bingo-101,pg_0023,0,3,0,3.67,property,page,complete,false,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Pages.csv
gsc-16m-all,https://www.orangejelly.co.uk/guides/pop-up-events-for-pubs,,0,3,0,13,property,page,complete,false,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Pages.csv
gsc-16m-all,https://www.orangejelly.co.uk/insights/marketing-for-law-firms,,0,3,0,24,property,page,complete,false,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Pages.csv
gsc-16m-all,https://www.orangejelly.co.uk/licensees-guide/community-outreach-reintroduce-pub,,0,3,0,53,property,page,complete,false,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Pages.csv
gsc-16m-all,https://www.orangejelly.co.uk/licensees-guide/double-drinks-profit-without-selling-more,,0,3,0,18.67,property,page,complete,false,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Pages.csv
gsc-16m-all,https://www.orangejelly.co.uk/licensees-guide/energy-bill-shock-cut-venue-costs,,0,3,0,56.67,property,page,complete,false,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Pages.csv
gsc-16m-all,https://www.orangejelly.co.uk/licensees-guide/low-budget-pub-marketing-ideas,,0,3,0,86,property,page,complete,false,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Pages.csv
gsc-16m-all,https://www.orangejelly.co.uk/licensees-guide/nobody-books-tables-anymore,,0,3,0,57,property,page,complete,false,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Pages.csv
gsc-16m-all,https://www.orangejelly.co.uk/licensees-guide/rescue-your-margins-drinks-mix,,0,3,0,32,property,page,complete,false,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Pages.csv
gsc-16m-all,https://www.orangejelly.co.uk/licensees-guide/upselling-secrets-training-scripts,,0,3,0,44,property,page,complete,false,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Pages.csv
gsc-16m-all,https://www.orangejelly.co.uk/guides/autumn-pub-event-ideas,,0,2,0,42.5,property,page,complete,false,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Pages.csv
gsc-16m-all,https://www.orangejelly.co.uk/guides/brewery-tie-improve-your-deal,,0,2,0,48.5,property,page,complete,false,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Pages.csv
gsc-16m-all,https://www.orangejelly.co.uk/guides/energy-bill-shock-cut-venue-costs,,0,2,0,90.5,property,page,complete,false,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Pages.csv
gsc-16m-all,https://www.orangejelly.co.uk/guides/epos-data-revenue-comeback,,0,2,0,9.5,property,page,complete,false,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Pages.csv
gsc-16m-all,https://www.orangejelly.co.uk/guides/facebook-marketing-local-pubs,,0,2,0,11.5,property,page,complete,false,2025-08-01,2026-09-06,GB,web,none,,raw/gsc-16m-all/Pages.csv
